No;full_text;username;tweet_normalized;skor_total;skor_positif;skor_negatif;n_match;n_total;kata_match;sentimen
44;sambut prabowo di ntt warga kupang optimistis dengan program makan bergizi gratis kupang para masyarakat nusa tenggara timur ntt menyambut antusias kedatangan presiden ri prabowo subianto di kupang salah satu dari mereka pun mengaku optimistis dengan program makan bergizi;RadioElshinta;['sambut', 'prabowo', 'ntt', 'warga', 'kupang', 'optimistis', 'program', 'makan', 'bergizi', 'gratis', 'kupang', 'masyarakat', 'nusa', 'tenggara', 'timur', 'ntt', 'menyambut', 'antusias', 'kedatangan', 'presiden', 'ri', 'prabowo', 'subianto', 'kupang', 'salah', 'mengaku', 'optimistis', 'program', 'makan', 'bergizi'];5.0;12.0;-7.0;7;30;[('sambut', 3.0), ('makan', 1.0), ('gratis', 4.0), ('antusias', -3.0), ('presiden', 3.0), ('salah', -4.0), ('makan', 1.0)];Positif
45;sejumlah perwakilan masyarakat yang menyambut antusias kedatangan presiden prabowo subianto di kupang selasa malam menyampaikan harapan besar terhadap program makan bergizi gratis mbg yang digagas presiden prabowo subianto untuk bisa segera dirasakan manfaatnya;99propaganda;['perwakilan', 'masyarakat', 'menyambut', 'antusias', 'kedatangan', 'presiden', 'prabowo', 'subianto', 'kupang', 'selasa', 'malam', 'harapan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'digagas', 'presiden', 'prabowo', 'subianto', 'dirasakan', 'manfaatnya'];10.0;14.0;-4.0;7;23;[('antusias', -3.0), ('presiden', 3.0), ('malam', -1.0), ('makan', 1.0), ('gratis', 4.0), ('presiden', 3.0), ('manfaatnya', 3.0)];Positif
46;warga kupang optimistis dengan program makan bergizi gratis yang digencarkan prabowo;Beritasatu;['warga', 'kupang', 'optimistis', 'program', 'makan', 'bergizi', 'gratis', 'digencarkan', 'prabowo'];5.0;5.0;0.0;2;9;[('makan', 1.0), ('gratis', 4.0)];Positif
47;karangasem belum anggarkan program makan bergizi gratis untuk siswa;Beritasatu;['karangasem', 'anggarkan', 'program', 'makan', 'bergizi', 'gratis', 'siswa'];8.0;8.0;0.0;3;7;[('makan', 1.0), ('gratis', 4.0), ('siswa', 3.0)];Positif
48;kementerian sosial kemensos telah merencanakan empat program bagi penyandang disabilitas di dalam rangka memberikan perlindungan dan jaminan sosial kepada para difabel keempat program itu meliputi program makan bergizi gratis program keluarga harapan bantuan pangan non;RadioElshinta;['kementerian', 'sosial', 'kemensos', 'merencanakan', 'program', 'penyandang', 'disabilitas', 'rangka', 'perlindungan', 'jaminan', 'sosial', 'difabel', 'keempat', 'program', 'meliputi', 'program', 'makan', 'bergizi', 'gratis', 'program', 'keluarga', 'harapan', 'bantuan', 'pangan', 'non'];17.0;20.0;-3.0;7;25;[('sosial', 4.0), ('merencanakan', 3.0), ('sosial', 4.0), ('meliputi', -3.0), ('makan', 1.0), ('gratis', 4.0), ('keluarga', 4.0)];Positif
49;kemenkop dorong penguatan peran koperasi dalam program makan bergizi gratis;Beritasatu;['kemenkop', 'dorong', 'penguatan', 'peran', 'koperasi', 'program', 'makan', 'bergizi', 'gratis'];5.0;5.0;0.0;2;9;[('makan', 1.0), ('gratis', 4.0)];Positif
50;prabowo tak ambil pusing harga index saham turun dengan program makan bergizi gratis;Joglosemarnews;['prabowo', 'ambil', 'pusing', 'harga', 'index', 'saham', 'turun', 'program', 'makan', 'bergizi', 'gratis'];-4.0;8.0;-12.0;6;11;[('ambil', -5.0), ('pusing', -4.0), ('harga', 3.0), ('turun', -3.0), ('makan', 1.0), ('gratis', 4.0)];Negatif
51;warga harap program makan bergizi gratis prabowo bisa bantu anakanak di ntt;holopiscom;['warga', 'harap', 'program', 'makan', 'bergizi', 'gratis', 'prabowo', 'bantu', 'anakanak', 'ntt'];4.0;8.0;-4.0;4;10;[('harap', 3.0), ('makan', 1.0), ('gratis', 4.0), ('bantu', -4.0)];Positif
52;ketika tni au turun ikut sukseskan program makan bergizi gratis;VIVAcoid;['tni', 'tahu', 'turun', 'sukseskan', 'program', 'makan', 'bergizi', 'gratis'];6.0;9.0;-3.0;4;8;[('tahu', 4.0), ('turun', -3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
53;prabowo diancamancam jalankan program rakyat termasuk makan bergizi gratis;holopiscom;['prabowo', 'diancamancam', 'jalankan', 'program', 'rakyat', 'makan', 'bergizi', 'gratis'];5.0;5.0;0.0;2;8;[('makan', 1.0), ('gratis', 4.0)];Positif
54;badan pangan nasional bapanas melaksanakan kajian untuk menentukan menu program makan bergizi gratis mbg sesuai dengan potensi bahan pangan yang diproduksi di setiap daerah di indonesia berikut daftar menu makan bergizi gratis di berbagai daerah;kumparan;['badan', 'pangan', 'nasional', 'bapanas', 'melaksanakan', 'kajian', 'menentukan', 'menu', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'sesuai', 'potensi', 'bahan', 'pangan', 'diproduksi', 'daerah', 'indonesia', 'daftar', 'menu', 'makan', 'bergizi', 'gratis', 'daerah'];8.0;20.0;-12.0;11;26;[('badan', -3.0), ('melaksanakan', -3.0), ('kajian', 4.0), ('makan', 1.0), ('gratis', 4.0), ('sesuai', 3.0), ('potensi', 3.0), ('bahan', -3.0), ('daftar', -3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
55;polda kepri bersinergi laksanakan rapat koordinasi sukseskan program makan bergizi gratis polisi indonesia polisi;poldakeprihumas;['polda', 'kepri', 'bersinergi', 'laksanakan', 'rapat', 'koordinasi', 'sukseskan', 'program', 'makan', 'bergizi', 'gratis', 'polisi', 'indonesia', 'polisi'];3.0;6.0;-3.0;4;14;[('rapat', -3.0), ('koordinasi', 1.0), ('makan', 1.0), ('gratis', 4.0)];Positif
56;pgn dukung program makan bergizi gratis negara;InilahMojokerto;['ingin', 'dukung', 'program', 'makan', 'bergizi', 'gratis', 'negara'];9.0;9.0;0.0;3;7;[('dukung', 4.0), ('makan', 1.0), ('gratis', 4.0)];Positif
57;pulang dari luar negeri setelah lawatan sejak november presiden prabowo subianto membawa komitmen sejumlah negara untuk mewujudkan program makan bergizi gratis;Tempo_Plus;['pulang', 'negeri', 'lawatan', 'november', 'presiden', 'prabowo', 'subianto', 'membawa', 'komitmen', 'negara', 'mewujudkan', 'program', 'makan', 'bergizi', 'gratis'];5.0;8.0;-3.0;4;15;[('presiden', 3.0), ('mewujudkan', -3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
58;pemprov lampung harap program makan bergizi gratis tingkatkan ekonomi lokal;kupastuntasnew;['pemprov', 'lampung', 'harap', 'program', 'makan', 'bergizi', 'gratis', 'tingkatkan', 'ekonomi', 'lokal'];8.0;8.0;0.0;3;10;[('harap', 3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
59;fpks dukung one day one fish untuk program makan bergizi gratis riyono anggota komisi iv dpr ri dari fpks;FPKSDPRRI;['fpks', 'dukung', 'satu', 'hari', 'satu', 'fish', 'program', 'makan', 'bergizi', 'gratis', 'riyono', 'anggota', 'komisi', 'iv', 'dpr', 'ri', 'fpks'];15.0;18.0;-3.0;7;17;[('dukung', 4.0), ('satu', 3.0), ('satu', 3.0), ('makan', 1.0), ('gratis', 4.0), ('anggota', -3.0), ('komisi', 3.0)];Positif
60;tvrinews yogyakarta pemerintah kabupaten pemkab kulonprogo mengalokasikan anggaran sebesar miliar rupiah untuk program makan bergizi gratis pada tahun mendatang alokasi ini diambil dari pendapatan asli daerah termasuk menotong sejumlah anggaran untuk berbagai;tvriyogyakarta;['tvrinews', 'yogyakarta', 'pemerintah', 'kabupaten', 'pemkab', 'kulonprogo', 'mengalokasikan', 'anggaran', 'miliar', 'rupiah', 'program', 'makan', 'bergizi', 'gratis', 'alokasi', 'diambil', 'pendapatan', 'asli', 'daerah', 'menotong', 'anggaran'];4.0;7.0;-3.0;4;21;[('makan', 1.0), ('gratis', 4.0), ('pendapatan', -3.0), ('asli', 2.0)];Positif
61;ipolid bank mandiri terus konsisten menjalankan peran sebagai mitra strategis pemerintah lewat dukungan program makan bergizi gratis lewat penyaluran kredit ke sektorsektor yang menjadi pendukung utama ekosistem pangan;ipoldotid;['ipolid', 'bank', 'mandiri', 'konsisten', 'menjalankan', 'peran', 'mitra', 'strategis', 'pemerintah', 'dukungan', 'program', 'makan', 'bergizi', 'gratis', 'penyaluran', 'kredit', 'sektorsektor', 'pendukung', 'utama', 'ekosistem', 'pangan'];6.0;13.0;-7.0;6;21;[('mandiri', -3.0), ('mitra', -4.0), ('dukungan', 4.0), ('makan', 1.0), ('gratis', 4.0), ('pendukung', 4.0)];Positif
62;bank mandiri dukung ekonomi kerakyatan lewat program makan bergizi gratis dorong pertumbuhan ekonomi kerakyatan yang berkelanjutan lombok insider;KasanBaret;['bank', 'mandiri', 'dukung', 'ekonomi', 'kerakyatan', 'program', 'makan', 'bergizi', 'gratis', 'dorong', 'pertumbuhan', 'ekonomi', 'kerakyatan', 'berkelanjutan', 'lombok', 'insider'];6.0;9.0;-3.0;4;16;[('mandiri', -3.0), ('dukung', 4.0), ('makan', 1.0), ('gratis', 4.0)];Positif
63;badan gizi nasional bgn dan seluruh mitra kerja termasuk peknas penguatan ekonomi kerakyatan nasional dpppeknas fokus terhadap program mbg makan bergizi gratis agar berjalan baik dan lancar;Urusan_Rasa;['badan', 'gizi', 'nasional', 'bgn', 'mitra', 'kerja', 'peknas', 'penguatan', 'ekonomi', 'kerakyatan', 'nasional', 'dpppeknas', 'fokus', 'program', 'mbg', 'makan', 'bergizi', 'gratis', 'berjalan', 'lancar'];7.0;14.0;-7.0;7;20;[('badan', -3.0), ('mitra', -4.0), ('kerja', 2.0), ('fokus', 3.0), ('makan', 1.0), ('gratis', 4.0), ('lancar', 4.0)];Positif
64;bank mandiri terus konsisten menjalankan peran sebagai mitra strategis pemerintah lewat dukungan program makan bergizi gratis lewat penyaluran kredit ke sektorsektor yang menjadi pendukung utama ekosistem pangan baca selengkapnya;medan_insight;['bank', 'mandiri', 'konsisten', 'menjalankan', 'peran', 'mitra', 'strategis', 'pemerintah', 'dukungan', 'program', 'makan', 'bergizi', 'gratis', 'penyaluran', 'kredit', 'sektorsektor', 'pendukung', 'utama', 'ekosistem', 'pangan', 'baca', 'selengkapnya'];10.0;17.0;-7.0;8;22;[('mandiri', -3.0), ('mitra', -4.0), ('dukungan', 4.0), ('makan', 1.0), ('gratis', 4.0), ('pendukung', 4.0), ('baca', 3.0), ('selengkapnya', 1.0)];Positif
65;polres bireuen gelar program makan bergizi gratis seorang murid bawa pulang untuk adiknya via;serambinews;['polres', 'bireuen', 'gelar', 'program', 'makan', 'bergizi', 'gratis', 'siswa', 'bawa', 'pulang', 'adiknya', 'via'];7.0;10.0;-3.0;5;12;[('gelar', 2.0), ('makan', 1.0), ('gratis', 4.0), ('siswa', 3.0), ('bawa', -3.0)];Positif
66;menkop apresiasi dukungan muslimat nu dalam program makan bergizi gratis;Beritasatu;['menkop', 'apresiasi', 'dukungan', 'muslimat', 'nu', 'program', 'makan', 'bergizi', 'gratis'];9.0;9.0;0.0;3;9;[('dukungan', 4.0), ('makan', 1.0), ('gratis', 4.0)];Positif
67;dukung program makan bergizi gratis induk kud siapkan pengamanan pasokan;SINDOnews;['dukung', 'program', 'makan', 'bergizi', 'gratis', 'induk', 'kud', 'siapkan', 'pengamanan', 'pasokan'];6.0;9.0;-3.0;4;10;[('dukung', 4.0), ('makan', 1.0), ('gratis', 4.0), ('pasokan', -3.0)];Positif
68;bank mandiri dukung program makan bergizi gratis dorong pertumbuhan ekonomi kerakyatan yang berkelanjutan;portal_papua;['bank', 'mandiri', 'dukung', 'program', 'makan', 'bergizi', 'gratis', 'dorong', 'pertumbuhan', 'ekonomi', 'kerakyatan', 'berkelanjutan'];6.0;9.0;-3.0;4;12;[('mandiri', -3.0), ('dukung', 4.0), ('makan', 1.0), ('gratis', 4.0)];Positif
69;menteri pendidikan dasar dan menengah mendikdasmen abdul muti menyebut program makan bergizi gratis bisa mengajarkan anakanak agar tidak hidup boros makan siang gratis ini sebagai bagian dari penanaman dan pembiasaan pendidikan karakter bagi anakanak kata abdul muti di;tvOneNews;['menteri', 'pendidikan', 'dasar', 'menengah', 'mendikdasmen', 'abdul', 'muti', 'menyebut', 'program', 'makan', 'bergizi', 'gratis', 'mengajarkan', 'anakanak', 'hidup', 'boros', 'makan', 'siang', 'gratis', 'penanaman', 'pembiasaan', 'pendidikan', 'karakter', 'anakanak', 'abdul', 'muti'];7.0;16.0;-9.0;8;26;[('menyebut', 3.0), ('makan', 1.0), ('gratis', 4.0), ('hidup', -4.0), ('boros', -5.0), ('makan', 1.0), ('gratis', 4.0), ('pembiasaan', 3.0)];Positif
70;pemerintah kota pemkot tangerang selatan sudah mulai melakukan uji coba program makan bergizi gratis mbg yang merupakan salah satu program unggulan presiden prabowo subianto sekolah pertama yang dilakukan uji coba makan bergizi gratis yaitu tk negeri pembina di ciputat;abouttng;['pemerintah', 'kota', 'pemkot', 'tangerang', 'selatan', 'uji', 'coba', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'salah', 'program', 'unggulan', 'presiden', 'prabowo', 'subianto', 'sekolah', 'uji', 'coba', 'makan', 'bergizi', 'gratis', 'tk', 'negeri', 'pembina', 'ciputat'];22.0;27.0;-5.0;13;28;[('kota', -1.0), ('uji', 1.0), ('coba', 2.0), ('makan', 1.0), ('gratis', 4.0), ('salah', -4.0), ('unggulan', 5.0), ('presiden', 3.0), ('sekolah', 3.0), ('uji', 1.0), ('coba', 2.0), ('makan', 1.0), ('gratis', 4.0)];Positif
71;kampung sayur di yogya bakal supply bahan untuk program makan bergizi gratis;republikajogja;['kampung', 'sayur', 'yogya', 'supply', 'bahan', 'program', 'makan', 'bergizi', 'gratis'];2.0;5.0;-3.0;3;9;[('bahan', -3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
72;program makan bergizi gratis akan mulai dilaksanakan pakar ini menyebut pemerintah harus memperhatikan kesesuaian menu dengan keperluan tiap siswa via edu;detikcom;['program', 'makan', 'bergizi', 'gratis', 'dilaksanakan', 'pakar', 'menyebut', 'pemerintah', 'memperhatikan', 'kesesuaian', 'menu', 'keperluan', 'siswa', 'via', 'edu'];15.0;16.0;-1.0;6;15;[('makan', 1.0), ('gratis', 4.0), ('pakar', -1.0), ('menyebut', 3.0), ('keperluan', 5.0), ('siswa', 3.0)];Positif
73;istana meninjau kesiapan program makan bergizi gratis di tanah sareal bogor program makan bergizi gratis ini akan diberikan ke siswa di sekolah;detikcom;['istana', 'meninjau', 'kesiapan', 'program', 'makan', 'bergizi', 'gratis', 'tanah', 'sareal', 'bogor', 'program', 'makan', 'bergizi', 'gratis', 'siswa', 'sekolah'];16.0;16.0;0.0;6;16;[('makan', 1.0), ('gratis', 4.0), ('makan', 1.0), ('gratis', 4.0), ('siswa', 3.0), ('sekolah', 3.0)];Positif
74;bpom ri akan terlibat dalam program makan bergizi gratis yang diprioritaskan presiden prabowo mulai dari rumah produksi hingga distribusi begini perannya;detikcom;['bpom', 'ri', 'terlibat', 'program', 'makan', 'bergizi', 'gratis', 'diprioritaskan', 'presiden', 'prabowo', 'rumah', 'produksi', 'distribusi', 'perannya'];17.0;17.0;0.0;6;14;[('terlibat', 3.0), ('makan', 1.0), ('gratis', 4.0), ('presiden', 3.0), ('rumah', 3.0), ('distribusi', 3.0)];Positif
75;presidential communication office pco meninjau uji coba program makan bergizi gratis mbg di sekolah di bogor senin uji coba dilaksanakan di satuan pelayanan pemenuhan gizi sppg tanah sareal;TirtoID;['presidential', 'communication', 'office', 'pco', 'meninjau', 'uji', 'coba', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'sekolah', 'bogor', 'senin', 'uji', 'coba', 'dilaksanakan', 'satuan', 'pelayanan', 'pemenuhan', 'gizi', 'sppg', 'tanah', 'sareal'];17.0;17.0;0.0;8;25;[('uji', 1.0), ('coba', 2.0), ('makan', 1.0), ('gratis', 4.0), ('sekolah', 3.0), ('uji', 1.0), ('coba', 2.0), ('pelayanan', 3.0)];Positif
76;wamendes pdt riza patria menginstruksikan jajarannya untuk memastikan pasokan bahan baku terpenuhi untuk program makan bergizi gratis di desa;detikcom;['wamendes', 'pdt', 'riza', 'patria', 'menginstruksikan', 'jajarannya', 'pasokan', 'bahan', 'baku', 'terpenuhi', 'program', 'makan', 'bergizi', 'gratis', 'desa'];-4.0;5.0;-9.0;5;15;[('pasokan', -3.0), ('bahan', -3.0), ('baku', -3.0), ('makan', 1.0), ('gratis', 4.0)];Negatif
77;simulasi program makan bergizi gratis tak berjalan mulus kualitas menu dipertanyakan banyak pihak;detikcom;['simulasi', 'program', 'makan', 'bergizi', 'gratis', 'berjalan', 'mulus', 'kualitas', 'menu'];4.0;9.0;-5.0;4;9;[('makan', 1.0), ('gratis', 4.0), ('mulus', -5.0), ('kualitas', 4.0)];Positif
78;teknologi program makan bergizi gratis monitoring realtime dan ai;uzoneindonesia;['teknologi', 'program', 'makan', 'bergizi', 'gratis', 'monitoring', 'realtime', 'ai'];5.0;5.0;0.0;2;8;[('makan', 1.0), ('gratis', 4.0)];Positif
79;menteri kelautan dan perikanan sakti wahyu trenggono mengungkapkan susu ikan menjadi salah satu alternatif dalam program makan bergizi gratis mbg;ANTARABengkulu;['menteri', 'kelautan', 'perikanan', 'sakti', 'wahyu', 'trenggono', 'susu', 'ikan', 'salah', 'alternatif', 'program', 'makan', 'bergizi', 'gratis', 'mbg'];1.0;9.0;-8.0;5;15;[('wahyu', 4.0), ('susu', -4.0), ('salah', -4.0), ('makan', 1.0), ('gratis', 4.0)];Positif
80;dana judol di bank dan ewallet capai rp triliun legislator desak sita untuk bantu program makan bergizi gratis;indoposco;['dana', 'judol', 'bank', 'ewallet', 'capai', 'rp', 'triliun', 'legislator', 'desak', 'sita', 'bantu', 'program', 'makan', 'bergizi', 'gratis'];-4.0;9.0;-13.0;6;15;[('dana', 4.0), ('capai', -5.0), ('desak', -4.0), ('bantu', -4.0), ('makan', 1.0), ('gratis', 4.0)];Negatif
81;ketua dpd ri sultan  najamudin meminta pemerintah untuk memastikan suplay bahan pangan terpenuhi secara simultan dan murah sebelum memulai program makan bergizi gratis mbg;DPDRI;['ketua', 'dpd', 'ri', 'sultan', 'najamudin', 'pemerintah', 'suplay', 'bahan', 'pangan', 'terpenuhi', 'simultan', 'murah', 'program', 'makan', 'bergizi', 'gratis', 'mbg'];5.0;8.0;-3.0;4;17;[('bahan', -3.0), ('murah', 3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
82;bank mandiri genjot kur untuk sektor pangan dukung ekonomi kerakyatan dan program makan bergizi gratis link artikel;VIVAcoid;['bank', 'mandiri', 'genjot', 'kur', 'sektor', 'pangan', 'dukung', 'ekonomi', 'kerakyatan', 'program', 'makan', 'bergizi', 'gratis', 'link', 'artikel'];2.0;9.0;-7.0;5;15;[('mandiri', -3.0), ('dukung', 4.0), ('makan', 1.0), ('gratis', 4.0), ('artikel', -4.0)];Positif
83;rakor dan bimtek peknas pada tanggal desember di jakarta terkait program makan bergizi gratis mbg acara dihadiri oleh para pengurus dpp dpw dan dpc peknas seluruh indonesia serta badan gizi nasional bgn para vendor dan investor mbg;Urusan_Rasa;['rakor', 'bimtek', 'peknas', 'tanggal', 'desember', 'jakarta', 'terkait', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'acara', 'dihadiri', 'pengurus', 'dpp', 'dpw', 'dpc', 'peknas', 'indonesia', 'badan', 'gizi', 'nasional', 'bgn', 'vendor', 'investor', 'mbg'];-2.0;8.0;-10.0;6;27;[('tanggal', -4.0), ('terkait', -3.0), ('makan', 1.0), ('gratis', 4.0), ('pengurus', 3.0), ('badan', -3.0)];Negatif
84;program makan siang bergizi gratis masih menjadi highlight dari pembicaraan warga indonesia yuk simak pembahasan selengkapnya di;tvOneNews;['program', 'makan', 'siang', 'bergizi', 'gratis', 'highlight', 'pembicaraan', 'warga', 'indonesia', 'ayo', 'simak', 'pembahasan', 'selengkapnya'];6.0;11.0;-5.0;6;13;[('makan', 1.0), ('gratis', 4.0), ('ayo', 4.0), ('simak', -5.0), ('pembahasan', 1.0), ('selengkapnya', 1.0)];Positif
85;prabowo sebut program makan bergizi gratis bisa putar roda ekonomi desa;officialinews_;['prabowo', 'program', 'makan', 'bergizi', 'gratis', 'putar', 'roda', 'ekonomi', 'desa'];0.0;5.0;-5.0;3;9;[('makan', 1.0), ('gratis', 4.0), ('roda', -5.0)];Netral
86;edan program makan bergizi gratis mbg ini lama tak hanya anggaran perporsinya makin mengecil tapi alokasi anggarannya yg rp triliun pun akan hilang lenyap tdk jelas sebagian besar hati lho pak pres ini anak buah bapak yg tak pinter math atau sedang mbujuk;ferrykoto;['edan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'anggaran', 'perporsinya', 'mengecil', 'alokasi', 'anggarannya', 'rp', 'triliun', 'hilang', 'lenyap', 'hati', 'lho', 'pres', 'anak', 'buah', 'pintar', 'matematika', 'mbujuk'];-11.0;7.0;-18.0;8;23;[('edan', -3.0), ('makan', 1.0), ('gratis', 4.0), ('hilang', -4.0), ('lenyap', -5.0), ('hati', 2.0), ('anak', -3.0), ('buah', -3.0)];Negatif
87;prabowo janji program makan bergizi gratis akan berdayakan ekonomi pedesaan;fajaronline;['prabowo', 'janji', 'program', 'makan', 'bergizi', 'gratis', 'berdayakan', 'ekonomi', 'pedesaan'];5.0;5.0;0.0;2;9;[('makan', 1.0), ('gratis', 4.0)];Positif
88;menteri keuangan mengatakan alokasi pada tahun sebesar rp triliun akan dialokasikan untuk mendukung program prioritas pembangunan yaitu swasembada pangan pendidikan dan kesehatan hingga program makan siang bergizi gratis;Metro_TV;['menteri', 'keuangan', 'alokasi', 'rp', 'triliun', 'dialokasikan', 'mendukung', 'program', 'prioritas', 'pembangunan', 'swasembada', 'pangan', 'pendidikan', 'kesehatan', 'program', 'makan', 'siang', 'bergizi', 'gratis'];5.0;5.0;0.0;2;19;[('makan', 1.0), ('gratis', 4.0)];Positif
89;presiden prabowo sebut program makan bergizi gratis perkuat ekonomi desa presiden prabowo subianto menegaskan komitmen pemerintah untuk memperkuat ekonomi pedesaan melalui implementasi program makan bergizi gratis mbg pernyataan ini disampaikan prabowo dalam acara penyerahan;akuratco;['presiden', 'prabowo', 'program', 'makan', 'bergizi', 'gratis', 'perkuat', 'ekonomi', 'desa', 'presiden', 'prabowo', 'subianto', 'komitmen', 'pemerintah', 'memperkuat', 'ekonomi', 'pedesaan', 'implementasi', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'pernyataan', 'prabowo', 'acara', 'penyerahan'];15.0;19.0;-4.0;8;27;[('presiden', 3.0), ('makan', 1.0), ('gratis', 4.0), ('presiden', 3.0), ('memperkuat', 3.0), ('implementasi', -4.0), ('makan', 1.0), ('gratis', 4.0)];Positif
90;banyak yang penasaran susu ikan bau amis gak sih dalam program makan gratis bergizi prabowo subianto susu ikan jadi sorotan utama yuk simak obrolan seru di big cheese bersama bapak menteri kelautan dan perikanan sakti wahyu trenggono;detikfinance;['penasaran', 'susu', 'ikan', 'bau', 'amis', 'program', 'makan', 'gratis', 'bergizi', 'prabowo', 'subianto', 'susu', 'ikan', 'sorotan', 'utama', 'ayo', 'simak', 'obrolan', 'seru', 'big', 'cheese', 'menteri', 'kelautan', 'perikanan', 'sakti', 'wahyu', 'trenggono'];-6.0;18.0;-24.0;11;27;[('penasaran', -3.0), ('susu', -4.0), ('bau', -4.0), ('makan', 1.0), ('gratis', 4.0), ('susu', -4.0), ('ayo', 4.0), ('simak', -5.0), ('obrolan', -4.0), ('seru', 5.0), ('wahyu', 4.0)];Negatif
