,No,full_text,username,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized,tweet_tokens_stemmed
96,97,banyak yang penasaran susu ikan bau amis gak sih dalam program makan gratis bergizi prabowo subianto susu ikan jadi sorotan utama yuk simak obrolan seru di big cheese bersama bapak menteri kelautan dan perikanan sakti wahyu trenggono,detikfinance,"['banyak', 'yang', 'penasaran', 'susu', 'ikan', 'bau', 'amis', 'gak', 'sih', 'dalam', 'program', 'makan', 'gratis', 'bergizi', 'prabowo', 'subianto', 'susu', 'ikan', 'jadi', 'sorotan', 'utama', 'yuk', 'simak', 'obrolan', 'seru', 'di', 'big', 'cheese', 'bersama', 'bapak', 'menteri', 'kelautan', 'dan', 'perikanan', 'sakti', 'wahyu', 'trenggono']",<FreqDist with 35 samples and 37 outcomes>,"['penasaran', 'susu', 'ikan', 'bau', 'amis', 'program', 'makan', 'gratis', 'bergizi', 'prabowo', 'subianto', 'susu', 'ikan', 'sorotan', 'utama', 'yuk', 'simak', 'obrolan', 'seru', 'big', 'cheese', 'menteri', 'kelautan', 'perikanan', 'sakti', 'wahyu', 'trenggono']","['penasaran', 'susu', 'ikan', 'bau', 'amis', 'program', 'makan', 'gratis', 'bergizi', 'prabowo', 'subianto', 'susu', 'ikan', 'sorotan', 'utama', 'ayo', 'simak', 'obrolan', 'seru', 'big', 'cheese', 'menteri', 'kelautan', 'perikanan', 'sakti', 'wahyu', 'trenggono']","['penasaran', 'susu', 'ikan', 'bau', 'amis', 'program', 'makan', 'gratis', 'gizi', 'prabowo', 'subianto', 'susu', 'ikan', 'sorot', 'utama', 'ayo', 'simak', 'obrol', 'seru', 'big', 'cheese', 'menteri', 'laut', 'ikan', 'sakti', 'wahyu', 'trenggono']"
97,98,gibran meninjau program makan bergizi gratis di muhammadiyah boarding school bogor seperti apa momennya,detikcom,"['gibran', 'meninjau', 'program', 'makan', 'bergizi', 'gratis', 'di', 'muhammadiyah', 'boarding', 'school', 'bogor', 'seperti', 'apa', 'momennya']",<FreqDist with 14 samples and 14 outcomes>,"['gibran', 'meninjau', 'program', 'makan', 'bergizi', 'gratis', 'muhammadiyah', 'boarding', 'school', 'bogor', 'momennya']","['gibran', 'meninjau', 'program', 'makan', 'bergizi', 'gratis', 'muhammadiyah', 'boarding', 'sekolah', 'bogor', 'momennya']","['gibran', 'tinjau', 'program', 'makan', 'gizi', 'gratis', 'muhammadiyah', 'boarding', 'sekolah', 'bogor', 'momen']"
98,99,pemerintah siap melaksanakan program makan bergizi gratis mbg mulai januari dalam proses uji coba selama beberapa bulan terakhir pemerintah semakin menemukan format ideal dalam proses pelaksanaan program dari mulai penyediaan bahan baku operasional unit pelayanan,tvOneNews,"['pemerintah', 'siap', 'melaksanakan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'mulai', 'januari', 'dalam', 'proses', 'uji', 'coba', 'selama', 'beberapa', 'bulan', 'terakhir', 'pemerintah', 'semakin', 'menemukan', 'format', 'ideal', 'dalam', 'proses', 'pelaksanaan', 'program', 'dari', 'mulai', 'penyediaan', 'bahan', 'baku', 'operasional', 'unit', 'pelayanan']",<FreqDist with 30 samples and 35 outcomes>,"['pemerintah', 'melaksanakan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'januari', 'proses', 'uji', 'coba', 'pemerintah', 'menemukan', 'format', 'ideal', 'proses', 'pelaksanaan', 'program', 'penyediaan', 'bahan', 'baku', 'operasional', 'unit', 'pelayanan']","['pemerintah', 'melaksanakan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'januari', 'proses', 'uji', 'coba', 'pemerintah', 'menemukan', 'format', 'ideal', 'proses', 'pelaksanaan', 'program', 'penyediaan', 'bahan', 'baku', 'operasional', 'unit', 'pelayanan']","['perintah', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'januari', 'proses', 'uji', 'coba', 'perintah', 'temu', 'format', 'ideal', 'proses', 'laksana', 'program', 'sedia', 'bahan', 'baku', 'operasional', 'unit', 'layan']"
99,100,presiden ri ke menyatakan bahwa setiap tahun akan beredar uang dalam jumlah besar di setiap desa melalui program makan bergizi gratis presiden juga berjanji untuk mendistribusikan perputaran uang yang selama ini terkonsentrasi di jakarta ke desadesa guna,__LOVE_AG4EVER,"['presiden', 'ri', 'ke', 'menyatakan', 'bahwa', 'setiap', 'tahun', 'akan', 'beredar', 'uang', 'dalam', 'jumlah', 'besar', 'di', 'setiap', 'desa', 'melalui', 'program', 'makan', 'bergizi', 'gratis', 'presiden', 'juga', 'berjanji', 'untuk', 'mendistribusikan', 'perputaran', 'uang', 'yang', 'selama', 'ini', 'terkonsentrasi', 'di', 'jakarta', 'ke', 'desadesa', 'guna']",<FreqDist with 32 samples and 37 outcomes>,"['presiden', 'ri', 'beredar', 'uang', 'desa', 'program', 'makan', 'bergizi', 'gratis', 'presiden', 'berjanji', 'mendistribusikan', 'perputaran', 'uang', 'terkonsentrasi', 'jakarta', 'desadesa']","['presiden', 'ri', 'beredar', 'uang', 'desa', 'program', 'makan', 'bergizi', 'gratis', 'presiden', 'berjanji', 'mendistribusikan', 'perputaran', 'uang', 'terkonsentrasi', 'jakarta', 'desadesa']","['presiden', 'ri', 'edar', 'uang', 'desa', 'program', 'makan', 'gizi', 'gratis', 'presiden', 'janji', 'distribusi', 'putar', 'uang', 'konsentrasi', 'jakarta', 'desadesa']"
100,101,alokasi belanja pemerintah pusat rp triliun untuk program makan bergizi gratis hingga pendidikan,pajakcom,"['alokasi', 'belanja', 'pemerintah', 'pusat', 'rp', 'triliun', 'untuk', 'program', 'makan', 'bergizi', 'gratis', 'hingga', 'pendidikan']",<FreqDist with 13 samples and 13 outcomes>,"['alokasi', 'belanja', 'pemerintah', 'pusat', 'rp', 'triliun', 'program', 'makan', 'bergizi', 'gratis', 'pendidikan']","['alokasi', 'belanja', 'pemerintah', 'pusat', 'rp', 'triliun', 'program', 'makan', 'bergizi', 'gratis', 'pendidikan']","['alokasi', 'belanja', 'perintah', 'pusat', 'rp', 'triliun', 'program', 'makan', 'gizi', 'gratis', 'didik']"
101,102,presiden prabowo subianto menyampaikan bahwa program unggulan makan bergizi gratis dapat meningkatkan peredaran uang di desadesa hingga mencapai rp miliar per desa per tahun hal ini disampaikan dalam gelaran penyerahan daftar isian pelaksanaan anggaran dipa dan transfer ke,Metro_TV,"['presiden', 'prabowo', 'subianto', 'menyampaikan', 'bahwa', 'program', 'unggulan', 'makan', 'bergizi', 'gratis', 'dapat', 'meningkatkan', 'peredaran', 'uang', 'di', 'desadesa', 'hingga', 'mencapai', 'rp', 'miliar', 'per', 'desa', 'per', 'tahun', 'hal', 'ini', 'disampaikan', 'dalam', 'gelaran', 'penyerahan', 'daftar', 'isian', 'pelaksanaan', 'anggaran', 'dipa', 'dan', 'transfer', 'ke']",<FreqDist with 37 samples and 38 outcomes>,"['presiden', 'prabowo', 'subianto', 'program', 'unggulan', 'makan', 'bergizi', 'gratis', 'meningkatkan', 'peredaran', 'uang', 'desadesa', 'mencapai', 'rp', 'miliar', 'desa', 'gelaran', 'penyerahan', 'daftar', 'isian', 'pelaksanaan', 'anggaran', 'dipa', 'transfer']","['presiden', 'prabowo', 'subianto', 'program', 'unggulan', 'makan', 'bergizi', 'gratis', 'meningkatkan', 'peredaran', 'uang', 'desadesa', 'mencapai', 'rp', 'miliar', 'desa', 'gelaran', 'penyerahan', 'daftar', 'isian', 'pelaksanaan', 'anggaran', 'dipa', 'transfer']","['presiden', 'prabowo', 'subianto', 'program', 'unggul', 'makan', 'gizi', 'gratis', 'tingkat', 'edar', 'uang', 'desadesa', 'capai', 'rp', 'miliar', 'desa', 'gelar', 'serah', 'daftar', 'isi', 'laksana', 'anggar', 'dipa', 'transfer']"
102,103,pt timah terus berkomitmen mendukung kesehatan anak bangsa melalui program makan bergizi gratis kali ini program menyentuh siswa sd dan tk di kabupaten bangka semangat menciptakan generasi emas dimulai dari piring mereka,Official_TIMAH,"['pt', 'timah', 'terus', 'berkomitmen', 'mendukung', 'kesehatan', 'anak', 'bangsa', 'melalui', 'program', 'makan', 'bergizi', 'gratis', 'kali', 'ini', 'program', 'menyentuh', 'siswa', 'sd', 'dan', 'tk', 'di', 'kabupaten', 'bangka', 'semangat', 'menciptakan', 'generasi', 'emas', 'dimulai', 'dari', 'piring', 'mereka']",<FreqDist with 31 samples and 32 outcomes>,"['pt', 'timah', 'berkomitmen', 'mendukung', 'kesehatan', 'anak', 'bangsa', 'program', 'makan', 'bergizi', 'gratis', 'kali', 'program', 'menyentuh', 'siswa', 'sd', 'tk', 'kabupaten', 'bangka', 'semangat', 'menciptakan', 'generasi', 'emas', 'piring']","['pt', 'timah', 'berkomitmen', 'mendukung', 'kesehatan', 'anak', 'bangsa', 'program', 'makan', 'bergizi', 'gratis', 'kali', 'program', 'menyentuh', 'siswa', 'sd', 'tk', 'kabupaten', 'bangka', 'semangat', 'menciptakan', 'generasi', 'emas', 'piring']","['pt', 'timah', 'komitmen', 'dukung', 'sehat', 'anak', 'bangsa', 'program', 'makan', 'gizi', 'gratis', 'kali', 'program', 'sentuh', 'siswa', 'sd', 'tk', 'kabupaten', 'bangka', 'semangat', 'cipta', 'generasi', 'emas', 'piring']"
103,104,wakil presiden ri gibran rakabuming raka memastikan program makan bergizi gratis tidak hanya diterapkan di sekolah dan ibu hamil namun juga akan diterapkan di pondok pesantren gibran menyatakan pentingnya kebutuhan gizi para santri terpenuhi khususnya karena mereka tak,RadioElshinta,"['wakil', 'presiden', 'ri', 'gibran', 'rakabuming', 'raka', 'memastikan', 'program', 'makan', 'bergizi', 'gratis', 'tidak', 'hanya', 'diterapkan', 'di', 'sekolah', 'dan', 'ibu', 'hamil', 'namun', 'juga', 'akan', 'diterapkan', 'di', 'pondok', 'pesantren', 'gibran', 'menyatakan', 'pentingnya', 'kebutuhan', 'gizi', 'para', 'santri', 'terpenuhi', 'khususnya', 'karena', 'mereka', 'tak']",<FreqDist with 35 samples and 38 outcomes>,"['wakil', 'presiden', 'ri', 'gibran', 'rakabuming', 'raka', 'program', 'makan', 'bergizi', 'gratis', 'diterapkan', 'sekolah', 'hamil', 'diterapkan', 'pondok', 'pesantren', 'gibran', 'kebutuhan', 'gizi', 'santri', 'terpenuhi']","['wakil', 'presiden', 'ri', 'gibran', 'rakabuming', 'raka', 'program', 'makan', 'bergizi', 'gratis', 'diterapkan', 'sekolah', 'hamil', 'diterapkan', 'pondok', 'pesantren', 'gibran', 'kebutuhan', 'gizi', 'santri', 'terpenuhi']","['wakil', 'presiden', 'ri', 'gibran', 'rakabuming', 'raka', 'program', 'makan', 'gizi', 'gratis', 'terap', 'sekolah', 'hamil', 'terap', 'pondok', 'pesantren', 'gibran', 'butuh', 'gizi', 'santri', 'penuh']"
104,105,anggaran program makan bergizi gratis capai rp triliun,pajakcom,"['anggaran', 'program', 'makan', 'bergizi', 'gratis', 'capai', 'rp', 'triliun']",<FreqDist with 8 samples and 8 outcomes>,"['anggaran', 'program', 'makan', 'bergizi', 'gratis', 'capai', 'rp', 'triliun']","['anggaran', 'program', 'makan', 'bergizi', 'gratis', 'capai', 'rp', 'triliun']","['anggar', 'program', 'makan', 'gizi', 'gratis', 'capai', 'rp', 'triliun']"
105,106,pondok pesantren muhammadiyah boarding school mbs ki bagus hadikusumo sebagai lembaga pendidikan yang berkomitmen penuh terhadap kemajuan peradaban bangsa mengundang wakil presiden gibran rakabuming untuk meninjau simulasi program makan bergizi gratis mbg kegiatan ini,KemensetnegRI,"['pondok', 'pesantren', 'muhammadiyah', 'boarding', 'school', 'mbs', 'ki', 'bagus', 'hadikusumo', 'sebagai', 'lembaga', 'pendidikan', 'yang', 'berkomitmen', 'penuh', 'terhadap', 'kemajuan', 'peradaban', 'bangsa', 'mengundang', 'wakil', 'presiden', 'gibran', 'rakabuming', 'untuk', 'meninjau', 'simulasi', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'kegiatan', 'ini']",<FreqDist with 34 samples and 34 outcomes>,"['pondok', 'pesantren', 'muhammadiyah', 'boarding', 'school', 'mbs', 'ki', 'bagus', 'hadikusumo', 'lembaga', 'pendidikan', 'berkomitmen', 'penuh', 'kemajuan', 'peradaban', 'bangsa', 'mengundang', 'wakil', 'presiden', 'gibran', 'rakabuming', 'meninjau', 'simulasi', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'kegiatan']","['pondok', 'pesantren', 'muhammadiyah', 'boarding', 'sekolah', 'mbs', 'ki', 'bagus', 'hadikusumo', 'lembaga', 'pendidikan', 'berkomitmen', 'penuh', 'kemajuan', 'peradaban', 'bangsa', 'mengundang', 'wakil', 'presiden', 'gibran', 'rakabuming', 'meninjau', 'simulasi', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'kegiatan']","['pondok', 'pesantren', 'muhammadiyah', 'boarding', 'sekolah', 'mbs', 'ki', 'bagus', 'hadikusumo', 'lembaga', 'didik', 'komitmen', 'penuh', 'maju', 'adab', 'bangsa', 'undang', 'wakil', 'presiden', 'gibran', 'rakabuming', 'tinjau', 'simulasi', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'giat']"
106,107,kabar baik program makan bergizi gratis bakal diterapkan di pesantren,Beritasatu,"['kabar', 'baik', 'program', 'makan', 'bergizi', 'gratis', 'bakal', 'diterapkan', 'di', 'pesantren']",<FreqDist with 10 samples and 10 outcomes>,"['kabar', 'program', 'makan', 'bergizi', 'gratis', 'diterapkan', 'pesantren']","['kabar', 'program', 'makan', 'bergizi', 'gratis', 'diterapkan', 'pesantren']","['kabar', 'program', 'makan', 'gizi', 'gratis', 'terap', 'pesantren']"
107,108,presiden prabowo subianto mengatakan program makan bergizi gratis yang akan dilaksanakan pemerintah bisa meningkatkan peredaran uang hingga persen di daerah peningkatan itu jika diperbandingkan dengan program dana desa yang memberi rp miliartahun untuk desa,RadioSmartFM,"['presiden', 'prabowo', 'subianto', 'mengatakan', 'program', 'makan', 'bergizi', 'gratis', 'yang', 'akan', 'dilaksanakan', 'pemerintah', 'bisa', 'meningkatkan', 'peredaran', 'uang', 'hingga', 'persen', 'di', 'daerah', 'peningkatan', 'itu', 'jika', 'diperbandingkan', 'dengan', 'program', 'dana', 'desa', 'yang', 'memberi', 'rp', 'miliartahun', 'untuk', 'desa']",<FreqDist with 31 samples and 34 outcomes>,"['presiden', 'prabowo', 'subianto', 'program', 'makan', 'bergizi', 'gratis', 'dilaksanakan', 'pemerintah', 'meningkatkan', 'peredaran', 'uang', 'persen', 'daerah', 'peningkatan', 'diperbandingkan', 'program', 'dana', 'desa', 'rp', 'miliartahun', 'desa']","['presiden', 'prabowo', 'subianto', 'program', 'makan', 'bergizi', 'gratis', 'dilaksanakan', 'pemerintah', 'meningkatkan', 'peredaran', 'uang', 'persen', 'daerah', 'peningkatan', 'diperbandingkan', 'program', 'dana', 'desa', 'rp', 'miliartahun', 'desa']","['presiden', 'prabowo', 'subianto', 'program', 'makan', 'gizi', 'gratis', 'laksana', 'perintah', 'tingkat', 'edar', 'uang', 'persen', 'daerah', 'tingkat', 'banding', 'program', 'dana', 'desa', 'rp', 'miliartahun', 'desa']"
108,109,wapres gibran sosialisasikan program makan bergizi gratis di pondok pesantren muhammadiyah bogor,Beritasatu,"['wapres', 'gibran', 'sosialisasikan', 'program', 'makan', 'bergizi', 'gratis', 'di', 'pondok', 'pesantren', 'muhammadiyah', 'bogor']",<FreqDist with 12 samples and 12 outcomes>,"['wapres', 'gibran', 'sosialisasikan', 'program', 'makan', 'bergizi', 'gratis', 'pondok', 'pesantren', 'muhammadiyah', 'bogor']","['wapres', 'gibran', 'sosialisasikan', 'program', 'makan', 'bergizi', 'gratis', 'pondok', 'pesantren', 'muhammadiyah', 'bogor']","['wapres', 'gibran', 'sosialisasi', 'program', 'makan', 'gizi', 'gratis', 'pondok', 'pesantren', 'muhammadiyah', 'bogor']"
109,110,presiden prabowo mengumumkan program makan bergizi gratis mbg akan meningkatkan alokasi anggaran ke desadesa sebagai upaya untuk memberdayakan ekonomi di tingkat pedesaan kecamatan hingga provinsi bahkan presiden mengatakan mbg dapat membuat peredaran uang di desa,akuratco,"['presiden', 'prabowo', 'mengumumkan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'akan', 'meningkatkan', 'alokasi', 'anggaran', 'ke', 'desadesa', 'sebagai', 'upaya', 'untuk', 'memberdayakan', 'ekonomi', 'di', 'tingkat', 'pedesaan', 'kecamatan', 'hingga', 'provinsi', 'bahkan', 'presiden', 'mengatakan', 'mbg', 'dapat', 'membuat', 'peredaran', 'uang', 'di', 'desa']",<FreqDist with 32 samples and 35 outcomes>,"['presiden', 'prabowo', 'mengumumkan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'meningkatkan', 'alokasi', 'anggaran', 'desadesa', 'upaya', 'memberdayakan', 'ekonomi', 'tingkat', 'pedesaan', 'kecamatan', 'provinsi', 'presiden', 'mbg', 'peredaran', 'uang', 'desa']","['presiden', 'prabowo', 'mengumumkan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'meningkatkan', 'alokasi', 'anggaran', 'desadesa', 'upaya', 'memberdayakan', 'ekonomi', 'tingkat', 'pedesaan', 'kecamatan', 'provinsi', 'presiden', 'mbg', 'peredaran', 'uang', 'desa']","['presiden', 'prabowo', 'umum', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'tingkat', 'alokasi', 'anggar', 'desadesa', 'upaya', 'daya', 'ekonomi', 'tingkat', 'desa', 'camat', 'provinsi', 'presiden', 'mbg', 'edar', 'uang', 'desa']"
110,111,padahal menurut prabowo penghematan anggaran itu bisa membangun bendungan irigasi sarana pendidikan serta mendanai program makan bergizi gratis,PaltiHutabarat,"['padahal', 'menurut', 'prabowo', 'penghematan', 'anggaran', 'itu', 'bisa', 'membangun', 'bendungan', 'irigasi', 'sarana', 'pendidikan', 'serta', 'mendanai', 'program', 'makan', 'bergizi', 'gratis']",<FreqDist with 18 samples and 18 outcomes>,"['prabowo', 'penghematan', 'anggaran', 'membangun', 'bendungan', 'irigasi', 'sarana', 'pendidikan', 'mendanai', 'program', 'makan', 'bergizi', 'gratis']","['prabowo', 'penghematan', 'anggaran', 'membangun', 'bendungan', 'irigasi', 'sarana', 'pendidikan', 'mendanai', 'program', 'makan', 'bergizi', 'gratis']","['prabowo', 'hemat', 'anggar', 'bangun', 'bendung', 'irigasi', 'sarana', 'didik', 'dana', 'program', 'makan', 'gizi', 'gratis']"
111,112,presiden prabowo subianto mengumumkan bahwa program makan bergizi gratis akan meningkatkan alokasi anggaran ke desadesa hal ini sebagai upaya untuk memberdayakan ekonomi di tingkat pedesaan kecamatan hingga provinsi simak berita selengkapnya hanya di,tvOneNews,"['presiden', 'prabowo', 'subianto', 'mengumumkan', 'bahwa', 'program', 'makan', 'bergizi', 'gratis', 'akan', 'meningkatkan', 'alokasi', 'anggaran', 'ke', 'desadesa', 'hal', 'ini', 'sebagai', 'upaya', 'untuk', 'memberdayakan', 'ekonomi', 'di', 'tingkat', 'pedesaan', 'kecamatan', 'hingga', 'provinsi', 'simak', 'berita', 'selengkapnya', 'hanya', 'di']",<FreqDist with 32 samples and 33 outcomes>,"['presiden', 'prabowo', 'subianto', 'mengumumkan', 'program', 'makan', 'bergizi', 'gratis', 'meningkatkan', 'alokasi', 'anggaran', 'desadesa', 'upaya', 'memberdayakan', 'ekonomi', 'tingkat', 'pedesaan', 'kecamatan', 'provinsi', 'simak', 'berita', 'selengkapnya']","['presiden', 'prabowo', 'subianto', 'mengumumkan', 'program', 'makan', 'bergizi', 'gratis', 'meningkatkan', 'alokasi', 'anggaran', 'desadesa', 'upaya', 'memberdayakan', 'ekonomi', 'tingkat', 'pedesaan', 'kecamatan', 'provinsi', 'simak', 'berita', 'selengkapnya']","['presiden', 'prabowo', 'subianto', 'umum', 'program', 'makan', 'gizi', 'gratis', 'tingkat', 'alokasi', 'anggar', 'desadesa', 'upaya', 'daya', 'ekonomi', 'tingkat', 'desa', 'camat', 'provinsi', 'simak', 'berita', 'lengkap']"
112,113,presiden prabowo subianto mengatakan program makan bergizi gratis mbg merupakan langkah strategis untuk memberdayakan ekonomi di pedesaan hal tersebut disampaikan prabowo saat acara penyerahan daftar isian pelaksanaan anggaran dipa dan buku daftar alokasi transfer ke,tvOneNews,"['presiden', 'prabowo', 'subianto', 'mengatakan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'merupakan', 'langkah', 'strategis', 'untuk', 'memberdayakan', 'ekonomi', 'di', 'pedesaan', 'hal', 'tersebut', 'disampaikan', 'prabowo', 'saat', 'acara', 'penyerahan', 'daftar', 'isian', 'pelaksanaan', 'anggaran', 'dipa', 'dan', 'buku', 'daftar', 'alokasi', 'transfer', 'ke']",<FreqDist with 33 samples and 35 outcomes>,"['presiden', 'prabowo', 'subianto', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'langkah', 'strategis', 'memberdayakan', 'ekonomi', 'pedesaan', 'prabowo', 'acara', 'penyerahan', 'daftar', 'isian', 'pelaksanaan', 'anggaran', 'dipa', 'buku', 'daftar', 'alokasi', 'transfer']","['presiden', 'prabowo', 'subianto', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'langkah', 'strategis', 'memberdayakan', 'ekonomi', 'pedesaan', 'prabowo', 'acara', 'penyerahan', 'daftar', 'isian', 'pelaksanaan', 'anggaran', 'dipa', 'buku', 'daftar', 'alokasi', 'transfer']","['presiden', 'prabowo', 'subianto', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'langkah', 'strategis', 'daya', 'ekonomi', 'desa', 'prabowo', 'acara', 'serah', 'daftar', 'isi', 'laksana', 'anggar', 'dipa', 'buku', 'daftar', 'alokasi', 'transfer']"
113,114,kasat binmas polres lumajang melaksanakan kegiatan program makan bergizi gratis yang dilaksanakan di ma putri nurul masyithoh lumajang indonesia,PolsekKunir,"['kasat', 'binmas', 'polres', 'lumajang', 'melaksanakan', 'kegiatan', 'program', 'makan', 'bergizi', 'gratis', 'yang', 'dilaksanakan', 'di', 'ma', 'putri', 'nurul', 'masyithoh', 'lumajang', 'indonesia']",<FreqDist with 18 samples and 19 outcomes>,"['kasat', 'binmas', 'polres', 'lumajang', 'melaksanakan', 'kegiatan', 'program', 'makan', 'bergizi', 'gratis', 'dilaksanakan', 'ma', 'putri', 'nurul', 'masyithoh', 'lumajang', 'indonesia']","['kasat', 'binmas', 'polres', 'lumajang', 'melaksanakan', 'kegiatan', 'program', 'makan', 'bergizi', 'gratis', 'dilaksanakan', 'ma', 'putri', 'nurul', 'masyithoh', 'lumajang', 'indonesia']","['kasat', 'binmas', 'polres', 'lumajang', 'laksana', 'giat', 'program', 'makan', 'gizi', 'gratis', 'laksana', 'ma', 'putri', 'nurul', 'masyithoh', 'lumajang', 'indonesia']"
